,Name,Grade,Moves,Holdsets,Id,holds,number_of_holds,lengths_of_moves,numeric_grades,median_diff_holds,mean_diff_holds,downwards_count,only_upwards_count,only_sideways_count,yellow_count,black_count,white_count,Grade_ohe,downwards_percent,black_percent,white_percent,yellow_percent,b_w_percent,only_upwards_percent,mean_distance_of_holds,Grade_numeric,Grade_thermo,last_move_diff,first_move_diff
16,BAD MOONBOARD RISING,7C+,"[{'Id': 1855510, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1855511, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1855512, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1855513, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1855514, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1855515, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",281994,"['B12', 'D8', 'F5', 'H12', 'I15', 'K18']",6,"{'B12toD8': 4.47213595499958, 'B12toF5': 8.06225774829855, 'B12toH12': 6.0, 'B12toI15': 7.615773105863909, 'B12toK18': 10.816653826391969, 'D8toF5': 3.605551275463989, 'D8toH12': 5.656854249492381, 'D8toI15': 8.602325267042627, 'D8toK18': 12.206555615733702, 'F5toH12': 7.280109889280518, 'F5toI15': 10.44030650891055, 'F5toK18': 13.92838827718412, 'H12toI15': 3.1622776601683795, 'H12toK18': 6.708203932499369, 'I15toK18': 3.605551275463989}",38.443359375,7.59375,15.429080907601659,6,0,0,1,3,2,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.0,7.477529639119578,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",1.4801980080367554,2.5112340324945475
17,BICEPS,7C+,"[{'Id': 1545381, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1545382, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1545383, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1545384, 'Description': 'A12', 'IsStart': False, 'IsEnd': False}, {'Id': 1545385, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1545386, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",91747,"['G2', 'F7', 'F10', 'A12', 'D17', 'G18']",6,"{'G2toF7': 5.0990195135927845, 'G2toF10': 8.06225774829855, 'G2toA12': 11.661903789690601, 'G2toD17': 15.297058540778355, 'G2toG18': 16.0, 'F7toF10': 3.0, 'F7toA12': 7.0710678118654755, 'F7toD17': 10.198039027185569, 'F7toG18': 11.045361017187261, 'F10toA12': 5.385164807134504, 'F10toD17': 7.280109889280518, 'F10toG18': 8.06225774829855, 'A12toD17': 5.830951894845301, 'A12toG18': 8.48528137423857, 'D17toG18': 3.1622776601683795}",38.443359375,7.59375,10.850906254995204,5,1,0,0,0,6,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.8333333333333334,0.0,1.0,0.0,1.0,0.16666666666666666,8.376050054837629,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",1.173957829392219,1.8197774591686988
18,BIG CROSS,7C+,"[{'Id': 1555925, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1555926, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1555927, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1555928, 'Description': 'K12', 'IsStart': False, 'IsEnd': False}, {'Id': 1555929, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1555930, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",126612,"['A5', 'D10', 'F12', 'K12', 'I15', 'H18']",6,"{'A5toD10': 5.830951894845301, 'A5toF12': 8.602325267042627, 'A5toK12': 12.206555615733702, 'A5toI15': 12.806248474865697, 'A5toH18': 14.7648230602334, 'D10toF12': 2.8284271247461903, 'D10toK12': 7.280109889280518, 'D10toI15': 7.0710678118654755, 'D10toH18': 8.94427190999916, 'F12toK12': 5.0, 'F12toI15': 4.242640687119285, 'F12toH18': 6.324555320336759, 'K12toI15': 3.605551275463989, 'K12toH18': 6.708203932499369, 'I15toH18': 3.1622776601683795}",38.443359375,16.611328125,20.20829843864939,6,0,0,3,1,2,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.0,7.2918673282799915,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",19.34112620246022,5.755106026838968
19,BIRD CRIMPS 1,7C+,"[{'Id': 1551206, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1551207, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1551208, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1551209, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1551210, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",111232,"['B4', 'D8', 'D10', 'H14', 'H18']",5,"{'B4toD8': 4.47213595499958, 'B4toD10': 6.324555320336759, 'B4toH14': 11.661903789690601, 'B4toH18': 15.231546211727817, 'D8toD10': 2.0, 'D8toH14': 7.211102550927978, 'D8toH18': 10.770329614269007, 'D10toH14': 5.656854249492381, 'D10toH18': 8.94427190999916, 'H14toH18': 4.0}",38.443359375,11.390625,22.17533950938534,4,1,0,5,0,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.8,0.0,0.0,1.0,0.0,0.2,7.6272699601443295,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",1841.3888603791697,33.79279093235177
20,BLACK CAT'S,7C+,"[{'Id': 1520122, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1520123, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1520124, 'Description': 'D11', 'IsStart': False, 'IsEnd': False}, {'Id': 1520125, 'Description': 'J12', 'IsStart': False, 'IsEnd': False}, {'Id': 1520126, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1520127, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",21494,"['C5', 'E9', 'D11', 'J12', 'I15', 'I18']",6,"{'C5toE9': 4.47213595499958, 'C5toD11': 6.082762530298219, 'C5toJ12': 9.899494936611665, 'C5toI15': 11.661903789690601, 'C5toI18': 14.317821063276353, 'E9toD11': 2.23606797749979, 'E9toJ12': 5.830951894845301, 'E9toI15': 7.211102550927978, 'E9toI18': 9.848857801796104, 'D11toJ12': 6.082762530298219, 'D11toI15': 6.4031242374328485, 'D11toI18': 8.602325267042627, 'J12toI15': 3.1622776601683795, 'J12toI18': 6.082762530298219, 'I15toI18': 3.0}",38.443359375,12.33984375,16.111699690526603,6,0,0,0,6,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1.0,0.0,0.0,1.0,0.0,6.992956715012394,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0.8224476822428967,2.021923930039652
21,BOO,7C+,"[{'Id': 1522623, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1522624, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1522625, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1522626, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1522627, 'Description': 'D7', 'IsStart': False, 'IsEnd': False}, {'Id': 1522628, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1522629, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",25904,"['G2', 'J14', 'G17', 'E10', 'D7', 'I11', 'C18']",7,"{'G2toJ14': 12.36931687685298, 'G2toG17': 15.0, 'G2toE10': 8.246211251235321, 'G2toD7': 5.830951894845301, 'G2toI11': 9.219544457292887, 'G2toC18': 16.492422502470642, 'J14toG17': 4.242640687119285, 'J14toE10': 6.4031242374328485, 'J14toD7': 9.219544457292887, 'J14toI11': 3.1622776601683795, 'J14toC18': 8.06225774829855, 'G17toE10': 7.280109889280518, 'G17toD7': 10.44030650891055, 'G17toI11': 6.324555320336759, 'G17toC18': 4.123105625617661, 'E10toD7': 3.1622776601683795, 'E10toI11': 4.123105625617661, 'E10toC18': 8.246211251235321, 'D7toI11': 6.4031242374328485, 'D7toC18': 11.045361017187261, 'I11toC18': 9.219544457292887}",38.443359375,7.59375,16.16488259288534,6,1,0,2,2,3,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.8571428571428571,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,8.029333017432805,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",181.18552893085317,2.0395599311293537
22,CHOSSY MOONBOARD,7C+,"[{'Id': 1758502, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1758503, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1758504, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1758505, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1758506, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",322352,"['D6', 'D8', 'D10', 'F15', 'H18']",5,"{'D6toD8': 2.0, 'D6toD10': 4.0, 'D6toF15': 9.219544457292887, 'D6toH18': 12.649110640673518, 'D8toD10': 2.0, 'D8toF15': 7.280109889280518, 'D8toH18': 10.770329614269007, 'D10toF15': 5.385164807134504, 'D10toH18': 8.94427190999916, 'F15toH18': 3.605551275463989}",38.443359375,25.62890625,21.155612859379737,5,0,0,5,0,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,0.0,0.0,1.0,0.0,0.0,6.585408259411357,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",1536.5938962421694,4.212391269711449
23,FIGHT OR FLIGHT,7C+,"[{'Id': 1621962, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621963, 'Description': 'B9', 'IsStart': False, 'IsEnd': False}, {'Id': 1621964, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1621965, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621966, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",53487,"['A14', 'B9', 'B3', 'G14', 'I18']",5,"{'A14toB9': 5.0990195135927845, 'A14toB3': 11.045361017187261, 'A14toG14': 6.0, 'A14toI18': 8.94427190999916, 'B9toB3': 6.0, 'B9toG14': 7.0710678118654755, 'B9toI18': 11.40175425099138, 'B3toG14': 12.083045973594572, 'B3toI18': 16.55294535724685, 'G14toI18': 4.47213595499958}",38.443359375,5.0625,9.593045961361984,4,1,0,0,3,2,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.8,0.6,0.4,0.0,1.0,0.2,8.866960178947703,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",1.3004786452271957,1.970585684682729
24,FORCE OF WILL,7C+,"[{'Id': 1545966, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1545967, 'Description': 'D5', 'IsStart': True, 'IsEnd': False}, {'Id': 1545968, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1545969, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1545970, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1545971, 'Description': 'K5', 'IsStart': False, 'IsEnd': False}, {'Id': 1545972, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",93258,"['B4', 'D5', 'I9', 'J14', 'F10', 'K5', 'K18']",7,"{'B4toD5': 2.23606797749979, 'B4toI9': 8.602325267042627, 'B4toJ14': 12.806248474865697, 'B4toF10': 7.211102550927978, 'B4toK5': 9.055385138137417, 'B4toK18': 16.64331697709324, 'D5toI9': 6.4031242374328485, 'D5toJ14': 10.816653826391969, 'D5toF10': 5.385164807134504, 'D5toK5': 7.0, 'D5toK18': 14.7648230602334, 'I9toJ14': 5.0990195135927845, 'I9toF10': 3.1622776601683795, 'I9toK5': 4.47213595499958, 'I9toK18': 9.219544457292887, 'J14toF10': 5.656854249492381, 'J14toK5': 9.055385138137417, 'J14toK18': 4.123105625617661, 'F10toK5': 7.0710678118654755, 'F10toK18': 9.433981132056603, 'K5toK18': 13.0}",38.443359375,11.390625,18.229734709730156,5,2,0,2,1,4,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.7142857142857143,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,8.153218279046792,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",8.253731227430306,22.424459988906015
25,"HOLD UP, HOLD MY PHONE",7C+,"[{'Id': 1622595, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}, {'Id': 1622596, 'Description': 'B13', 'IsStart': False, 'IsEnd': False}, {'Id': 1622597, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1622598, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1622599, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",249317,"['B18', 'B13', 'E8', 'H12', 'J5']",5,"{'B18toB13': 5.0, 'B18toE8': 10.44030650891055, 'B18toH12': 8.48528137423857, 'B18toJ5': 15.264337522473747, 'B13toE8': 5.830951894845301, 'B13toH12': 6.082762530298219, 'B13toJ5': 11.313708498984761, 'E8toH12': 5.0, 'E8toJ5': 5.830951894845301, 'H12toJ5': 7.280109889280518}",38.443359375,5.0625,9.65728323546377,5,0,0,0,3,2,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,0.6,0.4,0.0,1.0,0.0,8.052841011387697,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",1.312460027838218,1.9432204929901358
26,IMPLANTED KID,7C+,"[{'Id': 2621130, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 2621131, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 2621132, 'Description': 'C11', 'IsStart': False, 'IsEnd': False}, {'Id': 2621133, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 2621134, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 2621135, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}, {'Id': 2621136, 'Description': 'K10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",430586,"['B3', 'D8', 'C11', 'H14', 'I13', 'K18', 'K10']",7,"{'B3toD8': 5.385164807134504, 'B3toC11': 8.06225774829855, 'B3toH14': 12.529964086141668, 'B3toI13': 12.206555615733702, 'B3toK18': 17.4928556845359, 'B3toK10': 11.40175425099138, 'D8toC11': 3.1622776601683795, 'D8toH14': 7.211102550927978, 'D8toI13': 7.0710678118654755, 'D8toK18': 12.206555615733702, 'D8toK10': 7.280109889280518, 'C11toH14': 5.830951894845301, 'C11toI13': 6.324555320336759, 'C11toK18': 10.63014581273465, 'C11toK10': 8.06225774829855, 'H14toI13': 1.4142135623730951, 'H14toK18': 5.0, 'H14toK10': 5.0, 'I13toK18': 5.385164807134504, 'I13toK10': 3.605551275463989, 'K18toK10': 8.0}",38.443359375,11.390625,16.8119526488981,5,1,1,3,0,4,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.7142857142857143,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,7.774405054380888,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",3.1126885796848267,3.8265627371862623
27,JERBEAR SNARE,7C+,"[{'Id': 1621941, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621942, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1621943, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1621944, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",176230,"['D18', 'D13', 'D8', 'D3']",4,"{'D18toD13': 5.0, 'D18toD8': 10.0, 'D18toD3': 15.0, 'D13toD8': 5.0, 'D13toD3': 10.0, 'D8toD3': 5.0}",38.443359375,14.23828125,19.639120805272974,3,1,0,3,1,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.75,0.25,0.0,0.75,0.25,0.25,8.333333333333334,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",59.61920064916219,48.41385470611246
28,JUST TRAINING,7C+,"[{'Id': 1879483, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1879484, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1879485, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1879486, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1879487, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1879488, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",189344,"['B4', 'C15', 'D6', 'F9', 'G11', 'H18']",6,"{'B4toC15': 11.045361017187261, 'B4toD6': 2.8284271247461903, 'B4toF9': 6.4031242374328485, 'B4toG11': 8.602325267042627, 'B4toH18': 15.231546211727817, 'C15toD6': 9.055385138137417, 'C15toF9': 6.708203932499369, 'C15toG11': 5.656854249492381, 'C15toH18': 5.830951894845301, 'D6toF9': 3.605551275463989, 'D6toG11': 5.830951894845301, 'D6toH18': 12.649110640673518, 'F9toG11': 2.23606797749979, 'F9toH18': 9.219544457292887, 'G11toH18': 7.0710678118654755}",38.443359375,14.23828125,21.139800622584776,5,1,0,6,0,0,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.8333333333333334,0.0,0.0,1.0,0.0,0.16666666666666666,7.464964875383477,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",1823.105342048955,108.26875483036254
29,MAD ABOUT YOUâ¤ï¸,7C+,"[{'Id': 1621978, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621979, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1621980, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 1621981, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1621982, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",126731,"['C18', 'E13', 'G16', 'I9', 'J5']",5,"{'C18toE13': 5.385164807134504, 'C18toG16': 4.47213595499958, 'C18toI9': 10.816653826391969, 'C18toJ5': 14.7648230602334, 'E13toG16': 3.605551275463989, 'E13toI9': 5.656854249492381, 'E13toJ5': 9.433981132056603, 'G16toI9': 7.280109889280518, 'G16toJ5': 11.40175425099138, 'I9toJ5': 4.123105625617661}",38.443359375,11.390625,20.344656141366375,4,1,0,2,2,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.8,0.4,0.2,0.4,0.6,0.2,7.694013407166198,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",81.83651554268805,6.473550106925658
30,MOON CHALLENGE,7C+,"[{'Id': 2548629, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 2548630, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 2548631, 'Description': 'K8', 'IsStart': False, 'IsEnd': False}, {'Id': 2548632, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 2548633, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 2548634, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 2548635, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 2548636, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 2548637, 'Description': 'B10', 'IsStart': False, 'IsEnd': False}, {'Id': 2548638, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",421406,"['G2', 'J2', 'K8', 'H12', 'E12', 'F14', 'B16', 'H18', 'B10', 'A9']",10,"{'G2toJ2': 3.0, 'G2toK8': 7.211102550927978, 'G2toH12': 10.04987562112089, 'G2toE12': 10.198039027185569, 'G2toF14': 12.041594578792296, 'G2toB16': 14.866068747318506, 'G2toH18': 16.0312195418814, 'G2toB10': 9.433981132056603, 'G2toA9': 9.219544457292887, 'J2toK8': 6.082762530298219, 'J2toH12': 10.198039027185569, 'J2toE12': 11.180339887498949, 'J2toF14': 12.649110640673518, 'J2toB16': 16.1245154965971, 'J2toH18': 16.1245154965971, 'J2toB10': 11.313708498984761, 'J2toA9': 11.40175425099138, 'K8toH12': 5.0, 'K8toE12': 7.211102550927978, 'K8toF14': 7.810249675906654, 'K8toB16': 12.041594578792296, 'K8toH18': 10.44030650891055, 'K8toB10': 9.219544457292887, 'K8toA9': 10.04987562112089, 'H12toE12': 3.0, 'H12toF14': 2.8284271247461903, 'H12toB16': 7.211102550927978, 'H12toH18': 6.0, 'H12toB10': 6.324555320336759, 'H12toA9': 7.615773105863909, 'E12toF14': 2.23606797749979, 'E12toB16': 5.0, 'E12toH18': 6.708203932499369, 'E12toB10': 3.605551275463989, 'E12toA9': 5.0, 'F14toB16': 4.47213595499958, 'F14toH18': 4.47213595499958, 'F14toB10': 5.656854249492381, 'F14toA9': 7.0710678118654755, 'B16toH18': 6.324555320336759, 'B16toB10': 6.0, 'B16toA9': 7.0710678118654755, 'H18toB10': 10.0, 'H18toA9': 11.40175425099138, 'B10toA9': 1.4142135623730951}",38.443359375,7.59375,11.859954025027028,8,2,0,2,4,4,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],0.8,0.4,0.4,0.2,0.8,0.2,8.184718024058126,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",26.528531184668548,5.9098455586557455
31,NECTAR OF THE TODDS,7C+,"[{'Id': 1518631, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1518632, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}, {'Id': 1518633, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1518634, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1518635, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1518636, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 1518637, 'Description': 'H7', 'IsStart': False, 'IsEnd': False}, {'Id': 1518638, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",19782,"['I5', 'H9', 'C9', 'D13', 'J14', 'G16', 'H7', 'K18']",8,"{'I5toH9': 4.123105625617661, 'I5toC9': 7.211102550927978, 'I5toD13': 9.433981132056603, 'I5toJ14': 9.055385138137417, 'I5toG16': 11.180339887498949, 'I5toH7': 2.23606797749979, 'I5toK18': 13.152946437965905, 'H9toC9': 5.0, 'H9toD13': 5.656854249492381, 'H9toJ14': 5.385164807134504, 'H9toG16': 7.0710678118654755, 'H9toH7': 2.0, 'H9toK18': 9.486832980505138, 'C9toD13': 4.123105625617661, 'C9toJ14': 8.602325267042627, 'C9toG16': 8.06225774829855, 'C9toH7': 5.385164807134504, 'C9toK18': 12.041594578792296, 'D13toJ14': 6.082762530298219, 'D13toG16': 4.242640687119285, 'D13toH7': 7.211102550927978, 'D13toK18': 8.602325267042627, 'J14toG16': 3.605551275463989, 'J14toH7': 7.280109889280518, 'J14toK18': 4.123105625617661, 'G16toH7': 9.055385138137417, 'G16toK18': 4.47213595499958, 'H7toK18': 11.40175425099138}",38.443359375,14.23828125,21.36259425693935,8,0,0,7,0,1,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,0.0,0.125,0.875,0.125,0.0,6.974434635552361,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",13.55406980692378,2.8517810673286803
